tweeter_tweetid,tweet,sentiment
BalassaPhoto_626812971474399232,Gondolkoztam percekig hogy mit lehetne erre írni ...persze  tudnék szép cifrákat de könyörgöm minek??? http://t.co/dXXZpYgRJB,2
iloveeamsterdam_589443102508736512,"Kevés férfi tudja, hogy egy nő, mélyen a szemébe nézve jobban megismerhető, mint a dekoltázsába bámulva. 😉👍",4
Kinguus__625931981524746240,"Már 3. napja felejti el apu, hogy nutellát kéne hoznia nekem... :D Alapesetben nem lenne probléma, de NUTELLÁRÓL VAN SZÓ BASSZAMEG :D",4
terdelyi_627242959973535744,"@nadyratiya Mi imádjuk őket, kivéve ha ugrálnak, akkor morgás van :D",4
tormaatti_626812321344671744,"@kisRitta @imola_85 óvodák, iskolák nagyon tudnak neki örülni.",3
h3_66_534646559414448129,"Ez csak nekem új? A vécépapír épp olyan alapszükségleti cikk, mint a KKK-termékek (kurvák, kenyér, kábítószer)... - http://t.co/wVFQuFho3W",3
mutrinka_617444477196730368,"RT @primedark: Tudod, hogy a csajod reklámügynökségnél dolgozik amikor az esküvőszervezésre Trello boardot csinál és közben olt, hogy szaru…",2
_nboros__614466379811524609,"A marsi tényleg eszméletlenül elnök könyv, 3 nap alatt kivégeztem. olyan olvasási élmény volt, mint régen",4
timarmatyas_621973317709398017,Töltsd le a Windows 10 háttérképét a kedvenc színedben! http://t.co/ZcQmjUKV9R,3
farkkris_559347692628090880,"a szülők elmentek, az italos vitrin nyitva. valaki beszél hozzám az üveg mögül. már a kezemben tartom. hova tartok. #sober #yet",4
zsoltacsai_589159018574303232,Most beszéltem az Amazon Németország supportjával - természetesen Romániából üdvözölt a supportos :),2
hunblaise_616801088700837888,"Ket dolgot utalok egy csajban: ha annyira buta, hogy az alap angol szofordulataim nem erti meg es annyira reszeg, hogy nem tud megallni.",2
sea_flea_628475701163859968,"@akiron111 jézusom... amúgy év közben is tudnál dolgozni, vagy csak most nyárra kell?",2
eperkonzerv_596076763668688897,"van lenn az utcán egy macska, aki 9 óta üvölt. értem én hogy mit akar, de ez komolyan bejön a csajoknak?",2
palitib_604034423667986433,ez is szupi https://t.co/9gglYicTFK,4
primedark_626387883067371520,"@csy less than jake, anti flag. mostanában hallottam őket.",3
joergeousugg_627834608126664704,"@vaniliafelho isteni, el se tudod képzelni mennyire😍😍",4
czinkedora_602237844430692352,"RT @sieunhae: most úgy érzem, hogy faszomat az egészbe, sorsoljunk a három közül",2
Judee0625_627083180613496832,"@tsillaah úú,baszd meg! Vigyázz magadra nagyon és tuti,hogy meggyógyulsz,mert erős csaj vagy!!! 🙏",4
trapphenci_576292479865085952,"Iratkozzatok fel az atlatszo.hu hírlevelére, nagyon vicces a reggeli kómát olyan szubjektekkel megtörni, hogy... http://t.co/Q22XIWpTOM",3
nvrcnt_625075091651592192,@zsoolt93 Iszok helyetted meg meg meg ot wmber helyett is. :D,4
matkovsky_616632301338951680,"RT @szadatweets: Eladó egy kitűnő fehér iPhone 5 32 GB-os készülék. Karcmentes, kártyafüggetlen, fél éves, BP-en átvehető 90 E Ft-ért. http…",3
kirallyany_582210131032694785,@bora_babe szuper köszi majd ránézünk :),4
e_dorka_625168494154371072,"Jelenleg olyan szél van, hogy ki sem merünk menni a gyerekkel. Hát micsoda nyaralás ez?!",2
kisvirag_625628965969989632,"@tigritigr + önmagában a példamondatok sem bizonyítékok,környezetből kiragadva mást is sugallja,pl szerepel ilyen is benne,hogy%",3
Kinguus__627095423073824769,"RT @tamaskojo: Sajnos ma már minden digitális, így az irodai asztalomon nem tornyosodnak az iratok. Pedig falnak használhatnám és nézhetnék…",2
iamblanka_625309655066087425,"@ailey_ @posztmagyar szept. 1-től megüresedik a mostani szobám, mert én tovább állok, érdekel? :(((",2
duplavortex_627074677345808384,@danialvesSB Azt mondjuk pont nem láttam.,3
Ittbentvagyok_616944606228389888,@NitaSajtkukac Nyilván :D.,4
kisholgy_494224887171796992,"Terv: 1. meggyógyulok, 2. el kell kezdenem rendszeresen vmit sportolni, hogy a napi feszültséget levezessem.",3
krisztina_warga_587928054468583424,Bárcsak kevesebb hájas és kevésbé hájas képpár lenne az üzenőfalamon! #derégírtamóhajtómondatot,2
kisRitta_624263938985869312,A darázscsípés az elmúlt tizenpár évben sem lett kellemesebb érzés. #aouch,2
dorotheve_625750586579927040,"úgy tűnik még mindig kifizetődő, hogy ott van az a négy méteres kőfal körülöttem, ami mögé még azt sem engedem be, aki azt hiszi, hogy ismer",2
_B_Haley_507455067709255680,A billentyűzet probléma az nem garanciális. Viszont visszacipelhetem a média marktba ahol visszaadják a pénzt és megrendelhetem újra. &amp;,2
simanadam_620647380073979904,"Dear Lazyweb! Szeptembertől felszabadul a szobám! Rákóczi tér, kedves, csendes lakótársak. érdeklődni itt, FB RT plz! http://t.co/cWYvIqw7sm",3
bogdantamas_618741597199577088,"@wyctim pont ezt neztem en is tegnap, hogy landscape-ben mennyire nincs kihasznalva a rendelkezesre allo hely.",3
kisholgy_573831605682221056,@lakkomlakkom nálam ez alap reflex. :) #többtízéveóráthordok,4
szabolcsj_601287271078309888,Na ez lehet az igazi szívás.Nem olyan mint meghúzni a főnök kocsiját :) Ráverhetik a Gripen-pilótákra a 12 milliárdot http://t.co/ndwlQd1ELq,2
mindigminden42_624487164978589696,"Persze közben egy ötéves is megtudná csinálni ugyanezt, de mégis van valamiféle sikerélményed.",4
PriskinBettina_604982499786276864,Haza kéne menni szeretetért.,2
pogitweet_550994373388038144,RT @longhand: Az autopalya.hu továbbra is járhatatlan.,3
cippo__610857520232574976,És a mai legragyogóbb dramaturgi szófordulat egy szappanoperában: ...ideállítasz nekem ezzel a heveny hisztérikus diaréval... Tapsos.:)),4
_craccola_626501792243838977,@MademoisellMaya Nincs hozzá kedvem. Van baj.,2
dreamorreality_605700115567939584,@kadarmatyas azért ez így csúnya volt :D,2
daebak_min_492399326153670656,@neverland_cat ja..a mai előzetes...,3
tuzoltoleszek_596205224710250496,"@cinnamonboi most elképzeltem ahogy viszonzod, nagyon nevetek :D",4
Zzzzz_20194_627533938282639360,"#esbringa Döbbenetes ahogy figyelnek... Azonnal mozdul valaki, tamadas, ellentamadas...",4
gabornemethi_625941823266099200,"Vennék Teleshopos kondigépet, de van olyan szinten a fantáziám amivel el tudom képzelni, hogy nem lehet elpakolni a valódi ruhaszárítót.",2
KEME5_338333956820844545,Lassan merül a teló aksi.Lehet rádió csend lesz.  Jól vagyok haladok.  Nincs különösebb gondom. #kinizsi100,3
_Beno_615100209056583680,Bableves-babfőzelék párosnál így vasárnap ebédre nekem nem kell jobb :) Öblítésnek egy jó hideg Szalon s nyugiban nézhetem a WTCC-t,4
zakkantanett_628279175410003968,"@helmet991 3 napos eljarassal 29.900 ft + 7500 az alap 5 evre :((( nem olcso, de nekem surgosen kellett, ezert egybol idoponttal mentem.",3
dorkaillusion_598939332242743297,a shippem canon lett és a szomszédban tűzijáték volt :D megünnepeltük ezt is.,4
filmklub_624671241341898753,"Jaja, simán. @barcaxavi fura, de még nem volt Catherine Zeta-Jones.",3
aratob_448382998648721408,Legyenek önök is #HOUG egyesületi tagok! http://t.co/QtoY2k6Ezu,3
szekereszsolt6_625354064566599680,"Holnap megint 5-re kell menni dolgozni, mert pénteken nem volt bent a vezérkar, hogy visszavonja a hőségriadó miatt kiadott munkarendet.",2
Dorka__306492617699495937,@balikoa ez elég nagy baj :),4
szaszz_627184323150671872,"@szaszz http://t.co/K2hvxMiqBR sotet parasztok. de forditva is van: magankent hirdet, de nem tudja, hogy mit arul. gerinctelen egysejtuek",2
gabornemethi_621761309441396736,@mademoiiiselle Pedig olyan törékenynek tűnik a nyakuk.,3
ptZool_612958779370545152,"@ntraid Kétlem, ahogy a dolgok folynak most :)",2
eperkonzerv_596788706276679680,Ez a kézműves ribizlisör csak soproni felöntve málnaszörppel. 600ft/korsó. Ez Hódmezővásárhely.,2
lan_dana_619832694881562624,"@sportpotdom mentem volna, de aztán elhívtak fürdőbe ingyé.. :(( #luxy",4
melleketrin_597534396024037376,"ilyen kínokat még nem éltem meg, beadandó dolgozat írása közben, mint most... az oldal felénél már úgy éreztem, nincs több mondandóm.",2
vilibali_627777418233839616,"Délelőtti munka, majd megy elé egy kép és kész. http://t.co/3TPUXqK2Fa",3
eproczeller_614387495313260544,"Miért van az, hogy mindig mielőtt elutazom jön be munka, azonnal kell, tegnapra ha lehet, megőrülök ettől...",2
Sindare195_619854878165352448,Ezt meg Duu csinálta :) http://t.co/KyEZ1fnn7L,4
MarkoDorina_623475463109914624,Imádom ezeket a kutyikat 😍😍 kis pufi szeretetcsomagok 💝💖💟,4
bertablogol_614746723211177984,"@bertablogol Ha valakivel valami fontos történt múlt péntek és most kedd között, arról sajna lemaradtam. 😬",2
Frogcarrot_627490297149325312,"Megnéztem a tenapi futásom útvonalát google térképen: több, mint 10 kilit lenyomtam, eddig pozitív a hatása a #uktrip-nek",4
szbarnabas_626989825988665344,RT @Earl_of_Gwynedd: Világháborús bunkert találtak a csepeli Bóbita óvoda udvarán - jó mi is építettünk oviban bunkereket de ezek a mai fia…,3
fightclub29_626669921112588288,"@Szikrus féltem, hogy meg fog verni :D aztán minden szemétszarnak le lettem hordva, hogy ő azt hitte és én tönkretettem :(( :D",2
MuntagMarton_512836627752689664,"@varjuzoli Egyébként eljöhetnél NLP meetupra, jó muri. Sztem állást is találnál magadnak ott :P",4
pcdevil_627041383971430400,"RT @lacalaca85: Kőzet szuperföld, mindössze 21 fényévre, egy (éppen, hogy, de) szabad szemes csillag körül! http://t.co/KzyiFj2vdS",3
Ailey__627479117655613440,"Szerencsed, majom😄  kivancsi vagyok, mit muvelt a maradek 3 sorozatban....",4
kvcstms_270108531447984128,vampirpillango: tulajdonképpen igen http://t.co/YXoFQRNF,3
peterurfi_585047762540068864,"@Ailey_ emma watson nem belterjes, legalább félig francia.",3
MMargoB_599277143948959744,"Élem az életem, őrülten-normálisan, normálisan-őrülten, de egy hang újra és újra megszólal bennem.",3
vagnerreka_583613649341779968,"Éjletem első vezetői mítingje nem volt rossz, de lekéstem miatta a 86-os buszt.",4
horponszorp_530749611104043008,"azért a kreatív brainstormingot se vihették túlzásba, mielőtt előhozakodtak a star wars 7 alcímével.. #TheForceAwakens",2
rackajuh_614036643327119360,"na, kb fél óra alatt sikerült kiakasztanom a flowcytometer szoftvert. :D",2
RadoczGabor_590604987195088896,"Toronyépítés 20 percben, borkostolás vaksötétben. Remek este! #consilium-hr #lathatatlankiallitas http://t.co/L0QBF57w6N",4
kelt_624476812446433280,"@KTamas @Komavary nem annyira raspi ellen megy, hanem a spark ellen, nem?",3
LinaCica86_627503164061822976,RT @Scyhunter: Augusztus van emberek :D ✌,4
Pikszi_623449388363444224,Sínen járó osztrák-magyar elektromos hadiautomobil (1915),3
soniavetor_626130661678710784,Jó éjt twitterszak!☺🌛💤,4
delicesoul_595991553786683392,"RT @zakkantanett: nézd 30 másodpercig az első kép közepét, aztán sasold a Van Gogh-ot és láss csodát. én percek óta ezzel szórakozok :D htt…",4
gomboca_620505482520870912,@_PiSTI Boldog születésnapot! :),4
filmklub_625334175177023488,"Mindjárt indul életem legdurvább másfél órája. Lehet, h kicsivel hamarabb is kezdünk, úh lassan bekapcsolhatjátok az FM 90,3-at. #belacast",3
tamaskojo_615588399479701505,"Ha látok egy punkot 20 piercinggel az orrában, akkor mindig bánom, hogy alsóban elcseréltem az erős mágnesem egy pokémon tazó gyűjteményre.",2
pintert_386096914183118849,"Deutschkreutz-nal a szolos reszen annyi seregely volt, h besotetedett az eg ahogy jottem. Teljes felho hatas. Kicsit durvan nezett ki...",2
szavi_622877151340183552,"@PoisonJokerHD Persze-persze :DD te is tudod, hogy én nyerek, nyertem és fogok nyerni",4
Pikszi_624193709551296512,Egykorú tudósítás // STAR WARS MAKES CINEMA HISTORY https://t.co/aDbWvKrxsM,3
petrikcse_622824368490565632,"Bevasároltam a jövőhétre... de lehet, hogy unalmamban nekiállok egyedül inni. 🍸🍹 #letsgetdrunk http://t.co/93idZxg57m",4
zsoltacsai_509760839386415104,Megint jelszó kiszivárgás… javasolt a Gmail jelszavakat megváltoztatni.,3
Gerifield_543124192309547008,@pcdevil Legyél up to date és nincs gond. ;),4
akosbeleznay_603455925693902848,"Tartsd tiszteletben, hogy az emberek nem hülyék...",3
StyleAndTheLife_611647198741327874,Új sorozat mellé szuper új fanfictiont is találtam...,4
yeeeyha_627046954896367616,Szeretem a kilincseket. https://t.co/x1Z1WM21oy,4
bence_a_racz_567095644167626753,Nem azért de ez a #Banshee 3. évad eléggé összeszedett.,4
PriskinBettina_567612188287041536,Mostanában folyton elalszom az óráimat. Akár otthon is maradhatnék,2
bananember_627965055364132864,"@viharfelho_ hat az érdekes ha én anyával alszok, a multkor meselte hogy egyfolytaban rugdosom es rateszem a labam😂 kibirhatatlan vagyok:DD",4
mindigminden42_627577963932946432,"Egyszer úgy megírnám egy történettel rendelkező pornófilm dialógusait... Legendás lenne, na.",4
enteriord_622497369519706112,Regi is énekelni fog a buliban jee 😇👌 #dukairegina #noend,4
Hegybirog_423826774838214657,Két webdizájner beszélget:,3
abale96_628456695354802176,RT @leventehegedus: Belvárosban vagy 2-es metró vonalán keresek különnyíló szobát mindennel együtt max 60000 forintért(télen is). RT-ért ór…,3
data36_com_586481192465227776,@sycko Nincsmit - amúgy rólatok milyen weboldalon találok több infot? : ),4
coffeelia_620377673244782593,"@takeshisendous Hát igen, a repcsi nem éppen jutott eszembe.:D",3
anquen__619260288660062208,@RekaRadvanyi ilyet veszek!!!,3
oneselfsnail_624279323269287937,"@bogarteni Ha megtanulsz ácsolni, ablakozni és szigetelni (színezéssel együtt), tiszteletbeli családtaggá fogadlak ;)",4
czenema_624629143544725505,"@teklakonyvei ez most pont jól jött, a melóban csesztek a beosztáskérésemre, nem tudok hová tenni 3 gyereket, kereshetek másik állást :/",1
kisholgy_440578166017781761,"Megkívántam a sajtburgert, hazafelé vettem is 2 db-ot. Az élet ilyen egyszerű.",4
zakkantanett_627128494120665092,@gabesas ne haragudj &lt;3 nem vidám téma tudom :((( de nem néha ilyet is meg kell osztanom.,2
tarajossrac_626326401487110144,@chanthahca Boldog Születésnapot!,4
makoscseresznye_618506410754707456,Ma éjjel szabad ég alatt alszom a kutyával és minden kütyüt a házban hagyok. Perfect harmony,4
barbikusz_627387940646350849,"@csicsagatya tudtam, hogy meg tudod csinalni👌💪",4
_colorofmyroom_608859642303787008,már csak 2 nap. azt kibírom,4
kisRitta_621582474787880961,@Zsu_u @ktzmtz városrész esetleg? :D,3
darabosbarna_561848837816745984,"A világnak te valakije vagy , valakinek te vagy a világa",3
probesz_605992903647850496,"Hamarosan kezdődik a #Samsung 2015-ös Üzleti Fóruma, ahol jómagam inspirációs jelleggel a jövőről ma beszélek. http://t.co/jbfTToCKD2",3
kepszakadas_616128163026993152,@horrowley mások szakállát is jó érzés :3,4
katkalap712_616692130363408392,RT @ilyen_az_elet: Merj élni. Meghalni bárki tud.,3
enteriord_604153723473039360,RT @iampankaa: Amikor beszállsz a kocsiba és Popular szól… #oldtimes,4
deXol12_542624066256244736,@leventehegedus ennyire győzködni kell nng-hez? 😧,2
Amy_JBlack_617603324704129024,Nem is olyan rossz és haszontalan dolog ez az iPad... 😉,4
_monana_626675114424315905,lànyok akik farmerben nyújtanak a vasútàllomàs közepèn. minek vannak,2
VaradiAttila_622557958833086464,@VaradiAttila kicseszettul jó volt.es ah egy csomó embert ismertem meg wup Deutschland 😍😍😍😍😍,5
adamsolymos_260319750356361219,"@thinkedem Most akkor jo? Nekem tok nem volt realis, hogy egy par eves filmet ujra forgatnak! Megnezzem? #csudalatos #emberpok",3
cattaro_624192246146052096,"Kezd feltámadni a forró szél. Erről jut eszembe, itt van a Surda-összes dvd-n, meg kéne nézni.",3
melleketrin_591924148399677441,"@tsillaah most néztem épp végig, már értem miről beszélsz. jézusisten...",2
pcdevil_620853550126661632,ha sikerülne negyedóra alatt egy közel fénysebességgel haladó űrhajót elkötni akkor pont odaérnénk a @NASANewHorizons előtt. kivitelezhető!,3
ottoolah_621201113505734656,"@thomasjenei igen, az időjárás miatt döntöttünk az utolsó pillanatban, múlt héten még sokat esett az eső errefelé",3
HegyvariBalint_624154404204228608,"RT @plushbird: Jó, hát szerintem én már zuhanyzás közben megszáradtam.",3
DoraSzell_582818025906286592,"Olyan naprakész és intelligens az autocorrectem, hogy a Buda-Cash-t Busás-Cash-re javítja.",4
aagitorok_619055947042979840,RT @_MaZsola_: Valahogy így... http://t.co/XIIsrHo64G,3
tormaatti_626376189754523648,@mademoiiiselle az Art Deco tálaló instant get ❤️,4
natussshka_614464928569774080,MERRE TOVÁBB ÉRETTSÉGI UTÁN AVAGY A GAP YEAR http://t.co/RygLn3liq1 on @bloglovin,3
maybeofficial__627783263076134912,@Lampakusz koszonom szepen 😘😊,4
BoboTheDoc_628175089259843584,"Kb 30 perccel ezelőttig pörögtem, most kicsit leengedtem, de gyorsan ittam egy kólát és már vidámabb is vagyok :)",4
_Rychy__628585946334818304,@tothur te közben pályát váltottál és csillagászat szakújságíró leszel v mi? :D,2
fightclub29_626624405595127808,RT @urbkri: Ezt a sok menekültet nem lehetne elhelyezni a stadionokban?,3
habosvilla_627532030620905472,Sikerült megtalálnunk Érden a minaretet! \o/ #bicikli #pestbuda http://t.co/kBtwJXHJ95,4
tormaatti_626321861547302912,"@klarky75 + 40 év alatt fegyverekkel csak a bánat, a vendetta elmélyülését érték el. Nem kéne a megbékélés irányába nyitni?",2
horponszorp_522087401553162242,NYILVÁN a régi trilógiából valamelyik mármint! #előző,3
AzAntu_530737091328892928,"világhírű lettem baszki, még a 444-en is fent van egy munkám xD még jó, hogy nem tudják, hogy az enyém.",2
kockababy_628244757144293376,Ez a kis boltbamenés tisztara lenyugtatott,4
krisztina_warga_610360518319173632,"@klstmp az meg a másik! Más amikor valakivel ebédelni mész, ott nem egyszerű, de mondjuk az irodában nehezen tolerálom. :D",3
daniel_csepregi_124469105121173504,"Ha a számításaim helytállóak, amikor eléri a 88 mérföldes sebességet...csodát fogsz látni!",4
medlajn_622332331840380928,"@szoges @makszydora @tasiorsi tudtam, hogy ezt inkább egy indexfórumos topicba kellett volna írnom valamelyik rég elfeledett nickemmel ;D",2
pityka21_472383256449785856,"Ma a munkatársnőm lazán lerángatta rólam a pulcsit, mert bár hideg van, de meg akarja nézni a tegnapi edzés eredményes volt-e... #abused",3
developingidea_621351706291535872,Ezzel a játékkal adózzunk a flash emlékének. http://t.co/Aq5srxhmwT,3
Spodzy_573202704006307841,Erre csak azt lehet mondani: vhháááááá!,4
szajhos_506372528181641216,"Ki jön velem moziba csütörtökön Alienre? Még hat embert keresek, így leszünk heten, a nyolcadik utas meg a halál lesz!💀 Na, vki?",4
coffeeandcapote_620305768663937024,@molnarde \o/ Majd jöhet before-after beszámoló. ;))),4
Bettiy__627228487213031426,"@Zsu_u Ethan, aztán Isaac meg egy másik teszten Allison lettem... 😂😂😂",4
thehedgehog_626395409158680576,RT @_alesi_: Jurassic Park theme 1000% slower és.. és.. és ez egész jó https://t.co/jpi8HL1VhP,4
Lorant07_527073713058242560,@dr_markee Ha sokat nézed az adatforgalom összesítőt bárhol levágják..,3
twitsacus_17665170102,basszus köcsög szunyogok! szarrá csípkedtek-.-,2
bogdantamas_620656890347978752,"Napok ota szar a net. De vegulis a lenyeg, hogy mar ki van fizetve elore. Nem igaz kedves @upc_online_hu ? http://t.co/COgUQPVIo8",2
sarnyait_623892039973883904,Sarnyai Tweetmondó is out! http://t.co/ksXw7rSac8 Stories via @urbanlegendshu @rungandras,3
kisvolga_416890479478067200,Naplementepornó #nofilter @ Békésszentandrás Sirató http://t.co/4SxXoXluuM,3
AlizGreenDayer_628299751029669892,"Úrrrrristen (fünf tausend touristen) de jó lenne látni csütörtökön Bernit, már egy éve nem is találkoztunk... már most fáj az ölelése &lt;3",4
Fancsurka_619865052175310848,@sbistvan bakker tök szívesen mentem volna de elígérkeztem moziba :(,2
edemkovacs_614536912322326528,@kiamaffia szexi látvány volt főleg hogy a csávó a padon állt hogy felérje szíve választottját 😅,4
gomboca_619143121130160130,@Pikszi és tetszett nekik?,3
Mig_on_twit_626396182835765248,"@_PiSTI tudom, de attol meg kutyauto, aki csak sebez, megis nagyvadra megy.",2
abrahamzsolt_613052683524698112,Im at Trapéz in Budapest https://t.co/nipAKTXVaA,3
somogyi_bence_469599656016871424,@AlizForczek Varrattál magadra? :D,4
ladobalazs_527853220496809984,Kitüntetések a forradalom évfordulója alkalmából http://t.co/aEbi7XpqCV @mezobereny,3
szucsitg_628174478426685440,"@idavid_hu félreérted, az nyomja az árakat, mert szűk a (megmaradt) kínálat, helyette feketén airbnb-znek",2
K_cinti3_627927254287413248,"elmagyarazza hogy milyen legyek, mit csinaljak, vagy epp mit ne.",3
missdentist_DZ_607499834535362560,XY poked you. Ez még tényleg létezik?!? Amugy meg írjon ha szeretne valamit.,2
team4world_626777029107519488,"RT @csabamarosi: Nem kell valakinek augusztus 15-től a mosógépem egy 10-esért? Whirlpool, 4-5 éves lehet, felültöltős, működik. Porszívót b…",3
Mig_on_twit_628309168575901696,"@Bate81 @barbikusz 10bev hazassag, meg az apro (+4 ev jaras), csoda, hogy ennyire megy! :D",4
mindigminden42_622146105137057793,"@H4k05 Közönséges Bűnözők - aki szinkronnal nézte, annak a földkerekség egyik legjobb csattanója lett elrontva.",2
danieee_boy_625998367290753024,"Im at McDonalds in Békéscsaba, Békés https://t.co/ZQNsbHUdlq",3
l_angi_606054969729544192,"Természetesen zh-t írtam volna, de ennyi késéssel már be se megyek. 😤",2
eproczeller_628506442975309824,"Most jött el az a pont, hogy kiürült a város. Nekem ez a töltöttségi szint pont megfelel.",4
komizoli_607459437259956224,"Zseniális!!! :D “@Acetm: Pörgetem a favokat, erre... @komizoli @AdriennSiklsi  #elnezest :D http://t.co/S9Y7HSL5WU”",4
jaszberenyi_606101528533966848,"a művészet az gondolkodás nélküli agymenés, értelme, célja nincs, tömény egyedieskedés, faszságok... http://t.co/UCnwpElMIc",2
_PiSTI_627482445831667712,"@mergenc ebben nem vagyok biztos,, inkább kapkodva állították össze és nem például arra, hogy a mentőt esetleg tankolni kell. @urbkri",2
MilGra_625406676661862401,kéne egy papi. de főleg olyan ami defaultból énekli a totoro-t http://t.co/eE7r0ZRiVl,4
_nori1112_626518346809376768,"Egyik nap amugy megfogalmazodott bennem vegre, hogy milyen iranyban is akarok majd tanulni, es az is hogy mi ennek az oka.",3
danielkorpai_623194141892182016,"@costee akadt 1-2 jó, de basszus mire megtaláltam…siralmas :D",3
kkinga124_596700325798649857,ááh haláli matek oránk volt..mindenki rohogogorcsot kapott a tanár meg csak kérdezgette h min rohogunk hát mindenki mindenenxD @Nikolett123,4
agi_mv_619118320441294848,RT @AnnaHaranyi: még mindig kiadó nyaralót/szobát keresek 07.15-19 között 2 felnőtt 2 gyerek részére a velencei tó K-ÉK-i oldalán RT-t kösz…,3
norbolan_628523158145007616,#TheDressmaker szeptembertől  mozikban. #KateWinslet KateWins#nembírokmagammal #aşkım http://t.co/lz4FvehlqP,3
rencsokolom_625198659349663744,"Végre itt is esik, el se hiszem.",4
Frogcarrot_627250670710734848,"@_cattitude_ nem is tudtam, hogy szereted a szalonnat :0",3
habosvilla_627162234955923456,@3lchy Hostess lányok voltak a regpultban... :),4
Vera_Smith_608892256641257472,"Az már biztos, hogy én a mennybe jutok, mivel jelenleg a purgatótiumban dolgozom. #westend",2
krisztina_warga_583608431925428224,@LoriKarabekian nem szabad? :( mindig ilyenkor szólsz...,2
l_angi_614203549296291846,"@hajnika95 Szeresd azt, aki valamivel megfog ezt felejtettük el mindig 😄😄",4
_nori1112_625757556800143360,"Ilyen ez a vandor let. Megoldunk 4 napot utazassal, szallasal, mindennel Budapesten 3 ezerbol.",4
szabolcsj_587513204747726849,a linkedinnek a teljesen használhatatlan hirdetéskezelő felülete mellett van pofája 3-4€-t elkérni egy kattintásért #mindiglenyűgöz,2
krisztina_warga_556070598854852608,"Írok egy cikket,h mondjuk el a kolléganőnknek, h nagyon hangosan húzza végig a kövön a székét, amikor felkel majd elolvasom és alkalmazom.",2
BoboTheDoc_626087403451772928,"@mona0618 nem tudom hogy sikerült, de este igyekszem majd olvasni :)",3
barpaff_627727116474404864,Alkotásom reggelire. http://t.co/Iw33d9uU9q,3
palitib_598214355885367297,egy jaj hagyta el a szamat ennek lattan #ezmi https://t.co/4aS1Ziu6lX,2
alghophobia_556895129207074816,@annxnasz dee valószínű nyáron is fogok menni. s akkor összehozunk majd egy találkát. ☺️,4
rencsokolom_624605084949721093,"Idézőjelbe teszem a saját magasröptű gondolataimat, mert ha hülyeség, ráfoghatom, hogy nem én találtam ki, csak egy idézet.",3
IriePotii_581601962711478272,@_clard @aszabi már veled szemben :D,4
terdelyi_626353257854697472,Az 1500 dolláros Dell laptopon nem működik a Cortana. Üdvözöljük a PC+Windows világában! https://t.co/xE4Vch7bc1,2
sixxcomment_626011076883279872,"Nagypályások 1x06 - Őszinteségi roham (18+) - Múltkor Spencer szimatot fogott, ki zsarolhatja szegény Vernont a ká... http://t.co/pSeyA9ZKe0",3
Glamilla_592134052553056256,amikor éjjel háromkor éhes vagy akkor a sajtos melegszendvics az isten 🙏🙏🙏,4
Amy_JBlack_611817475232149504,"@nyussziful köszi, meglesem majd. :) Hátha ott végre én is találok valamit.",4
HernitzD_627224722900692992,@egyancsy jövő héttől meg 3 hét gyakszi :( :D,3
fiterik_459556761910124544,Fuu de szarul aludtam az este :( ilyenkor mar bent dolgozni akartam :/,2
csigez_623101238884872192,@abale96 de csináltál forró limonádét :D,4
feketekave_621078158209622017,@minibuborek holnap megy korhazba,3
mirza_ost_625413864654508032,"@mergenc @david_vig ja, olyasmi, mint az, hogy a kapcsolati háló megalapozása, vagy az első infók megszerzése, tök lényegtelenek",3
missanngel_607213837792772097,"@zoltanbb nagy álmunk egy saját kis hely, bárcsak mondhatnám, hogy gyere el oda és adunk kóstolót! :)",4
leventehegedus_626760866499809280,Dárdai Pál  | teljes interjú https://t.co/ooETz9mtWM via @YouTube,3
efhenrir_600636944482226176,"Pedig a már az ötödik könyv sem tetszett, szóval a sorozat most nagyon nem tetszik.",2
kadareszter_608547719880318976,@dorinasinka köszönöm szépen :),4
noora_sadness_628097021073821696,"mégse megyünk ma arokonokhoz, szóval pihenhetek 😄",4
szabolcsj_591653891420348416,@norbibo régen en is ezt hittem roluk. Mostanában az a kapufa sosem veluk volt :),2
cluedo11_532644961981067264,"az agyamat eldobom a szűklátókörű, magas lovon ülő emberektől. egy most kifejezetten felbaszott.",2
AlizGreenDayer_627888279275315202,Miért másért innám mondjuk..,3
lagziguru_7483871801,http://is.gd/5RxIH Nagy éttermi láncok követői statisztikái,3
pcdevil_623779808951037952,semjén zsolt már előterjesztette hogy vasárnap minden jira ticketnek zárva kell lennie,3
efhenrir_611075213418102784,"Nekem tetszett a Jurassic World, a régi trilógia 2-3. részénél simán jobb.",3
_fmargo_625308310280007680,amúgy hatalmas volt ez a futam &lt;3,4
partikepes_622501616470593538,"Pestrol hazafele megalltunk monoron, ahol 990forintert annyit eszel amennyit akarsz. Had ne mondjam h gurultam vissza az autoba",4
SentoxVX_460322108695117825,@Renatooo55 annyira para az osztály?? :\ :s,2
MademoisellMaya_627427778124730368,@mergenc Igen ezért is megyek ma egyedül.,3
Paaszti_595550645681270785,@Paaszti Kb. két buszjegy és egy óra túlórám bánja a dolgot. De legalább a közeljövőben kizárom az üzletet a látókörömből.,3
MademoisellMaya_627130440919449602,@urbkri Nem csak a szulestol a létezésétől is elment a kedvem.,2
totokj75_613411696288378880,Elképesztően sikeres a Xiaomi http://t.co/RzsG9Z4xuF,3
